Sigla;Código;Município;Renda - rendimentos do trabalho (2000)
MG;3120300;Cristália;51902
MG;3120409;Cristiano Otoni;647
MG;3120508;Cristina;75563
MG;3120607;Crucilândia;66054
MG;3120706;Cruzeiro da Fortaleza;79794
MG;3120805;Cruzília;75854
MG;3120839;Cuparaque;66205
MG;3120870;Curral de Dentro;58874
MG;3120904;Curvelo;70131
MG;3121001;Datas;4319
MG;3121100;Delfim Moreira;73967
MG;3121209;Delfinópolis;75673
MG;3121258;Delta;72885
MG;3121308;Descoberto;68276
MG;3121407;Desterro de Entre Rios;53897
MG;3121506;Desterro do Melo;61791
MG;3121605;Diamantina;59181
MG;3121704;Diogo de Vasconcelos;49788
MG;3121803;Dionísio;61066
MG;3121902;Divinésia;65929
MG;3122009;Divino;71417
MG;3122108;Divino das Laranjeiras;61093
MG;3122207;Divinolândia de Minas;59049
MG;3122306;Divinópolis;7199
MG;3122355;Divisa Alegre;61952
MG;3122405;Divisa Nova;76785
MG;3122454;Divisópolis;63492
MG;3122470;Dom Bosco;67932
MG;3122504;Dom Cavati;6214
MG;3122603;Dom Joaquim;52963
MG;3122702;Dom Silvério;63909
MG;3122801;Dom Viçoso;69656
MG;3122900;Dona Eusébia;68808
MG;3123007;Dores de Campos;71304
MG;3123106;Dores de Guanhães;60751
MG;3123205;Dores do Indaiá;69623
MG;3123304;Dores do Turvo;66029
MG;3123403;Doresópolis;73644
MG;3123502;Douradoquara;76538
MG;3123528;Durandé;72053
MG;3123601;Elói Mendes;72569
MG;3123700;Engenheiro Caldas;62436
MG;3123809;Engenheiro Navarro;66113
MG;3123858;Entre Folhas;57577
MG;3123908;Entre Rios de Minas;64941
MG;3124005;Ervália;63368
MG;3124104;Esmeraldas;74994
MG;3124203;Espera Feliz;68923
MG;3124302;Espinosa;57026
MG;3124401;Espírito Santo do Dourado;69521
MG;3124500;Estiva;70075
MG;3124609;Estrela Dalva;69027
MG;3124708;Estrela do Indaiá;74711
MG;3124807;Estrela do Sul;67522
MG;3124906;Eugenópolis;59397
MG;3125002;Ewbank da Câmara;70323
MG;3125101;Extrema;70629
MG;3125200;Fama;74304
MG;3125309;Faria Lemos;66682
MG;3125408;Felício dos Santos;44034
MG;3125507;São Gonçalo do Rio Preto;52113
MG;3125606;Felisburgo;52885
MG;3125705;Felixlândia;71915
MG;3125804;Fernandes Tourinho;59219
MG;3125903;Ferros;53325
MG;3125952;Fervedouro;66817
MG;3126000;Florestal;67634
MG;3126109;Formiga;70412
MG;3126208;Formoso;62468
MG;3126307;Fortaleza de Minas;69826
MG;3126406;Fortuna de Minas;7151
MG;3126505;Francisco Badaró;45265
MG;3126604;Francisco Dumont;61858
MG;3126703;Francisco Sá;69939
MG;3126752;Franciscópolis;61626
MG;3126802;Frei Gaspar;60733
MG;3126901;Frei Inocêncio;69275
MG;3126950;Frei Lagonegro;51634
MG;3127008;Fronteira;7155
MG;3127057;Fronteira dos Vales;55861
MG;3127073;Fruta de Leite;42397
MG;3127107;Frutal;75958
MG;3127206;Funilândia;6476
MG;3127305;Galiléia;63454
MG;3127339;Gameleiras;51897
MG;3127354;Glaucilândia;54239
MG;3127370;Goiabeira;59154
MG;3127388;Goianá;65165
MG;3127404;Gonçalves;64115
MG;3127503;Gonzaga;47569
MG;3127602;Gouveia;55392
MG;3127701;Governador Valadares;68264
MG;3127800;Grão Mogol;55489
MG;3127909;Grupiara;73233
MG;3128006;Guanhães;68698
MG;3128105;Guapé;79909
MG;3128204;Guaraciaba;56696
MG;3128253;Guaraciama;58299
MG;3128303;Guaranésia;77792
MG;3128402;Guarani;69265
MG;3128501;Guarará;67413
MG;3128600;Guarda-Mor;69619
MG;3128709;Guaxupé;63885
MG;3128808;Guidoval;65081
MG;3128907;Guimarânia;76141
MG;3129004;Guiricema;60094
MG;3129103;Gurinhatã;72751
MG;3129202;Heliodora;64125
MG;3129301;Iapu;64054
MG;3129400;Ibertioga;66705
MG;3129509;Ibiá;6775
MG;3129608;Ibiaí;68803
MG;3129657;Ibiracatu;4157
MG;3129707;Ibiraci;78487
MG;3129806;Ibirité;67672
MG;3129905;Ibitiúra de Minas;76516
MG;3130002;Ibituruna;72412
MG;3130051;Icaraí de Minas;3419
MG;3130101;Igarapé;6821
MG;3130200;Igaratinga;78551
MG;3130309;Iguatama;73119
MG;3130408;Ijaci;71681
MG;3130507;Ilicínea;74689
MG;3130556;Imbé de Minas;63532
MG;3130606;Inconfidentes;75182
MG;3130655;Indaiabira;51238
MG;3130705;Indianópolis;81968
MG;3130804;Ingaí;7082
MG;3130903;Inhapim;52327
MG;3131000;Inhaúma;75096
MG;3131109;Inimutaba;59014
MG;3131158;Ipaba;68417
MG;3131208;Ipanema;64964
MG;3131307;Ipatinga;6788
MG;3131406;Ipiaçu;75505
MG;3131505;Ipuiúna;74858
MG;3131604;Iraí de Minas;81661
MG;3131703;Itabira;59369
MG;3131802;Itabirinha de Mantena;60157
MG;3131901;Itabirito;67108
MG;3132008;Itacambira;35679
MG;3132107;Itacarambi;63398
MG;3132206;Itaguara;67444
MG;3132305;Itaipé;5259
MG;3132404;Itajubá;68335
MG;3132503;Itamarandiba;59765
MG;3132602;Itamarati de Minas;68978
MG;3132701;Itambacuri;64061
MG;3132800;Itambé do Mato Dentro;60763
MG;3132909;Itamogi;79719
MG;3133006;Itamonte;71463
MG;3133105;Itanhandu;73363
MG;3133204;Itanhomi;5935
MG;3133303;Itaobim;59456
MG;3133402;Itapagipe;80912
MG;3133501;Itapecerica;66464
MG;3133600;Itapeva;75513
MG;3133709;Itatiaiuçu;68358
MG;3133758;Itaú de Minas;70267
MG;3133808;Itaúna;72397
MG;3133907;Itaverava;56824
MG;3134004;Itinga;41198
MG;3134103;Itueta;69059
MG;3134202;Ituiutaba;70717
MG;3134301;Itumirim;68597
MG;3134400;Iturama;78529
MG;3134509;Itutinga;64796
MG;3134608;Jaboticatubas;66549
MG;3134707;Jacinto;46498
MG;3134806;Jacuí;65715
MG;3134905;Jacutinga;77257
MG;3135001;Jaguaraçu;61669
MG;3135050;Jaíba;66757
MG;3135076;Jampruca;59281
MG;3135100;Janaúba;71662
MG;3135209;Januária;52631
MG;3135308;Japaraíba;71256
MG;3135357;Japonvar;50007
MG;3135407;Jeceaba;62412
MG;3135456;Jenipapo de Minas;47257
MG;3135506;Jequeri;59687
MG;3135605;Jequitaí;65758
MG;3135704;Jequitibá;61983
MG;3135803;Jequitinhonha;50383
MG;3135902;Jesuânia;7486
MG;3136009;Joaíma;51801
MG;3136108;Joanésia;62222
MG;3136207;João Monlevade;63931
MG;3136306;João Pinheiro;74627
MG;3136405;Joaquim Felício;62225
MG;3136504;Jordânia;58475
MG;3136520;José Gonçalves de Minas;59335
MG;3136553;José Raydan;55059
MG;3136579;Josenópolis;36649
MG;3136603;Nova União;60517
MG;3136652;Juatuba;70869
MG;3136702;Juiz de Fora;66019
MG;3136801;Juramento;61316
MG;3136900;Juruaia;7029
MG;3136959;Juvenília;48838
MG;3137007;Ladainha;68385
MG;3137106;Lagamar;7076
MG;3137205;Lagoa da Prata;7969
MG;3137304;Lagoa dos Patos;63523
MG;3137403;Lagoa Dourada;68022
MG;3137502;Lagoa Formosa;71435
MG;3137536;Lagoa Grande;77456
MG;3137601;Lagoa Santa;72244
MG;3137700;Lajinha;62535
MG;3137809;Lambari;73196
MG;3137908;Lamim;63902
MG;3138005;Laranjal;68446
MG;3138104;Lassance;58216
MG;3138203;Lavras;67451
MG;3138302;Leandro Ferreira;70474
MG;3138351;Leme do Prado;61688
MG;3138401;Leopoldina;69864
MG;3138500;Liberdade;66421
MG;3138609;Lima Duarte;66759
MG;3138625;Limeira do Oeste;77567
MG;3138658;Lontra;53193
MG;3138674;Luisburgo;63771
MG;3138682;Luislândia;61167
MG;3138708;Luminárias;73821
MG;3138807;Luz;76487
MG;3138906;Machacalis;65123
MG;3139003;Machado;77424
MG;3139102;Madre de Deus de Minas;66959
MG;3139201;Malacacheta;60187
MG;3139250;Mamonas;54431
MG;3139300;Manga;61493
MG;3139409;Manhuaçu;66626
MG;3139508;Manhumirim;67936
MG;3139607;Mantena;63006
MG;3139706;Maravilhas;69828
MG;3139805;Mar de Espanha;65639
MG;3139904;Maria da Fé;81832
MG;3140001;Mariana;68431
MG;3140100;Marilac;58886
MG;3140159;Mário Campos;71155
MG;3140209;Maripá de Minas;67013
MG;3140308;Marliéria;60861
MG;3140407;Marmelópolis;718
MG;3140506;Martinho Campos;72381
MG;3140530;Martins Soares;7183
MG;3140555;Mata Verde;64129
MG;3140605;Materlândia;58615
MG;3140704;Mateus Leme;68154
MG;3140803;Matias Barbosa;71984
MG;3140852;Matias Cardoso;46896
MG;3140902;Matipó;76019
MG;3141009;Mato Verde;58996
MG;3141108;Matozinhos;73206
MG;3141207;Matutina;75038
MG;3141306;Medeiros;79501
MG;3141405;Medina;4799
MG;3141504;Mendes Pimentel;5613
MG;3141603;Mercês;65731
MG;3141702;Mesquita;58966
MG;3141801;Minas Novas;49739
MG;3141900;Minduri;70924
MG;3142007;Mirabela;64089
MG;3142106;Miradouro;57735
MG;3142205;Miraí;69577
MG;3142254;Miravânia;35165
MG;3142304;Moeda;65222
MG;3142403;Moema;80579
MG;3142502;Monjolos;61776
MG;3142601;Monsenhor Paulo;79146
MG;3142700;Montalvânia;45746
MG;3142809;Monte Alegre de Minas;71827
MG;3142908;Monte Azul;56846
MG;3143005;Monte Belo;71304
MG;3143104;Monte Carmelo;81642
MG;3143153;Monte Formoso;46195
MG;3143203;Monte Santo de Minas;69105
MG;3143302;Montes Claros;71299
MG;3143401;Monte Sião;79188
MG;3143450;Montezuma;52947
MG;3143500;Morada Nova de Minas;66851
MG;3143609;Morro da Garça;69164
MG;3143708;Morro do Pilar;61987
MG;3143807;Munhoz;74453
MG;3143906;Muriaé;69479
MG;3144003;Mutum;67132
MG;3144102;Muzambinho;76909
MG;3144201;Nacip Raydan;53245
MG;3144300;Nanuque;63146
MG;3144359;Naque;64068
MG;3144375;Natalândia;67762
MG;3144409;Natércia;71525
MG;3144508;Nazareno;70968
MG;3144607;Nepomuceno;7483
MG;3144656;Ninheira;56797
MG;3144672;Nova Belém;61045
MG;3144706;Nova Era;63547
MG;3144805;Nova Lima;64295
MG;3144904;Nova Módica;58173
MG;3145000;Nova Ponte;7799
MG;3145059;Nova Porteirinha;71778
MG;3145109;Nova Resende;75761
MG;3145208;Nova Serrana;81361
MG;3145307;Novo Cruzeiro;54202
MG;3145356;Novo Oriente de Minas;54716
MG;3145372;Novorizonte;60374
MG;3145406;Olaria;65383
MG;3145455;Olhos-d'Água;60468
MG;3145505;Olímpio Noronha;72321
MG;3145604;Oliveira;72434
MG;3145703;Oliveira Fortes;67742
MG;3145802;Onça de Pitangui;73528
MG;3145851;Oratórios;6451
MG;3145877;Orizânia;67244
MG;3145901;Ouro Branco;71388
MG;3146008;Ouro Fino;74156
MG;3146107;Ouro Preto;66553
MG;3146206;Ouro Verde de Minas;61737
MG;3146255;Padre Carvalho;43946
MG;3146305;Padre Paraíso;45884
MG;3146404;Paineiras;70611
MG;3146503;Pains;71716
MG;3146552;Pai Pedro;53462
MG;3146602;Paiva;64816
MG;3146701;Palma;65584
MG;3146750;Palmópolis;52774
MG;3146909;Papagaios;77384
MG;3147006;Paracatu;73827
MG;3147105;Pará de Minas;71303
MG;3147204;Paraguaçu;76141
MG;3147303;Paraisópolis;73162
MG;3147402;Paraopeba;6944
MG;3147501;Passabém;56296
MG;3147600;Passa Quatro;73383
MG;3147709;Passa Tempo;67144
MG;3147808;Passa-Vinte;66844
MG;3147907;Passos;71364
MG;3147956;Patis;41239
MG;3148004;Patos de Minas;73918
MG;3148103;Patrocínio;75339
MG;3148202;Patrocínio do Muriaé;62887
MG;3148301;Paula Cândido;68481
MG;3148400;Paulistas;50269
MG;3148509;Pavão;59767
MG;3148608;Peçanha;53795
MG;3148707;Pedra Azul;65286
MG;3148756;Pedra Bonita;53482
MG;3148806;Pedra do Anta;53854
MG;3148905;Pedra do Indaiá;67554
MG;3149002;Pedra Dourada;70406
MG;3149101;Pedralva;63308
MG;3149150;Pedras de Maria da Cruz;52688
MG;3149200;Pedrinópolis;75427
MG;3149309;Pedro Leopoldo;6943
MG;3149408;Pedro Teixeira;64988
MG;3149507;Pequeri;69635
MG;3149606;Pequi;67626
MG;3149705;Perdigão;74234
MG;3149804;Perdizes;79139
MG;3149903;Perdões;73824
MG;3149952;Periquito;51136
MG;3150000;Pescador;62353
MG;3150109;Piau;69003
MG;3150158;Piedade de Caratinga;66018
MG;3150208;Piedade de Ponte Nova;66318
MG;3150307;Piedade do Rio Grande;65094
MG;3150406;Piedade dos Gerais;6232
MG;3150505;Pimenta;78542
MG;3150539;Pingo-d'Água;62435
MG;3150570;Pintópolis;46849
MG;3150604;Piracema;67873
MG;3150703;Pirajuba;76929
MG;3150802;Piranga;41297
MG;3150901;Piranguçu;73576
MG;3151008;Piranguinho;7391
MG;3151107;Pirapetinga;72441
MG;3151206;Pirapora;67928
MG;3151305;Piraúba;7114
MG;3151404;Pitangui;68847
MG;3151503;Piumhi;74062
MG;3151602;Planura;76037
MG;3151701;Poço Fundo;81534
MG;3151800;Poços de Caldas;73229
MG;3151909;Pocrane;6174
MG;3152006;Pompéu;74753
MG;3152105;Ponte Nova;6562
MG;3152131;Ponto Chique;50377
MG;3152170;Ponto dos Volantes;50571
MG;3152204;Porteirinha;5504
MG;3152303;Porto Firme;62022
MG;3152402;Poté;62279
MG;3152501;Pouso Alegre;72681
MG;3152600;Pouso Alto;7266
MG;3152709;Prados;65858
MG;3152808;Prata;75824
MG;3152907;Pratápolis;73836
MG;3153004;Pratinha;72934
MG;3153103;Presidente Bernardes;561
MG;3153202;Presidente Juscelino;59437
MG;3153301;Presidente Kubitschek;53497
MG;3153400;Presidente Olegário;69645
MG;3153509;Alto Jequitibá;7289
MG;3153608;Prudente de Morais;67221
MG;3153707;Quartel Geral;67827
MG;3153806;Queluzito;62103
MG;3153905;Raposos;61034
MG;3154002;Raul Soares;57722
MG;3154101;Recreio;6549
MG;3154150;Reduto;72633
MG;3154200;Resende Costa;64162
MG;3154309;Resplendor;61613
MG;3154408;Ressaquinha;64365
MG;3154457;Riachinho;59402
MG;3154507;Riacho dos Machados;51411
MG;3154606;Ribeirão das Neves;73312
MG;3154705;Ribeirão Vermelho;65302
MG;3154804;Rio Acima;64547
MG;3154903;Rio Casca;62963
MG;3155009;Rio Doce;63217
MG;3155108;Rio do Prado;51402
MG;3155207;Rio Espera;63694
MG;3155306;Rio Manso;669
MG;3155405;Rio Novo;66593
MG;3155504;Rio Paranaíba;73755
MG;3155603;Rio Pardo de Minas;6976
MG;3155702;Rio Piracicaba;61647
MG;3155801;Rio Pomba;65758
MG;3155900;Rio Preto;66054
MG;3156007;Rio Vermelho;71058
MG;3156106;Ritápolis;65825
MG;3156205;Rochedo de Minas;67052
MG;3156304;Rodeiro;71017
MG;3156403;Romaria;78131
MG;3156452;Rosário da Limeira;66983
MG;3156502;Rubelita;40623
MG;3156601;Rubim;55356
MG;3156700;Sabará;67038
MG;3156809;Sabinópolis;59623
MG;3156908;Sacramento;76244
MG;3157005;Salinas;65175
MG;3157104;Salto da Divisa;60827
MG;3157203;Santa Bárbara;61362
MG;3157252;Santa Bárbara do Leste;70751
MG;3157278;Santa Bárbara do Monte Verde;64163
MG;3157302;Santa Bárbara do Tugúrio;66209
MG;3157336;Santa Cruz de Minas;68842
MG;3157377;Santa Cruz de Salinas;36943
MG;3157401;Santa Cruz do Escalvado;5243
MG;3157500;Santa Efigênia de Minas;60738
MG;3157609;Santa Fé de Minas;59581
MG;3157658;Santa Helena de Minas;60543
MG;3157708;Santa Juliana;76707
MG;3157807;Santa Luzia;7059
MG;3157906;Santa Margarida;68849
MG;3158003;Santa Maria de Itabira;58026
MG;3158102;Santa Maria do Salto;53001
MG;3158201;Santa Maria do Suaçuí;66808
MG;3158300;Santana da Vargem;75559
MG;3158409;Santana de Cataguases;66924
MG;3158508;Santana de Pirapama;61027
MG;3158607;Santana do Deserto;6766
MG;3158706;Santana do Garambéu;64677
MG;3158805;Santana do Jacaré;73684
MG;3158904;Santana do Manhuaçu;71215
MG;3158953;Santana do Paraíso;66008
MG;3159001;Santana do Riacho;52081
MG;3159100;Santana dos Montes;567
MG;3159209;Santa Rita de Caldas;75615
MG;3159308;Santa Rita de Jacutinga;66353
MG;3159357;Santa Rita de Minas;67418
MG;3159407;Santa Rita de Ibitipoca;65212
MG;3159506;Santa Rita do Itueto;70087
MG;3159605;Santa Rita do Sapucaí;72446
MG;3159704;Santa Rosa da Serra;73427
MG;3159803;Santa Vitória;74552
MG;3159902;Santo Antônio do Amparo;77007
MG;3160009;Santo Antônio do Aventureiro;69611
MG;3160108;Santo Antônio do Grama;64244
MG;3160207;Santo Antônio do Itambé;68341
MG;3160306;Santo Antônio do Jacinto;46042
MG;3160405;Santo Antônio do Monte;79897
MG;3160454;Santo Antônio do Retiro;46223
MG;3160504;Santo Antônio do Rio Abaixo;6313
MG;3160603;Santo Hipólito;58795
MG;3160702;Santos Dumont;59157
MG;3160801;São Bento Abade;7816
MG;3160900;São Brás do Suaçuí;57932
MG;3160959;São Domingos das Dores;65784
MG;3161007;São Domingos do Prata;5876
MG;3161056;São Félix de Minas;53412
MG;3161106;São Francisco;54834
MG;3161205;São Francisco de Paula;71202
MG;3161304;São Francisco de Sales;75687
MG;3161403;São Francisco do Glória;6489
MG;3161502;São Geraldo;62236
MG;3161601;São Geraldo da Piedade;5686
MG;3161650;São Geraldo do Baixio;6488
MG;3161700;São Gonçalo do Abaeté;70569
MG;3161809;São Gonçalo do Pará;67518
MG;3161908;São Gonçalo do Rio Abaixo;64406
MG;3162005;São Gonçalo do Sapucaí;66957
MG;3162104;São Gotardo;81393
MG;3162203;São João Batista do Glória;76807
MG;3162252;São João da Lagoa;56848
MG;3162302;São João da Mata;74152
MG;3162401;São João da Ponte;58994
MG;3162450;São João das Missões;42043
MG;3162500;São João del Rei;65866
MG;3162559;São João do Manhuaçu;68861
MG;3162575;São João do Manteninha;5887
MG;3162609;São João do Oriente;615
MG;3162658;São João do Pacuí;59061
MG;3162708;São João do Paraíso;55484
MG;3162807;São João Evangelista;63867
MG;3162906;São João Nepomuceno;69902
MG;3162922;São Joaquim de Bicas;72032
MG;3162948;São José da Barra;75191
MG;3162955;São José da Lapa;71414
MG;3163003;São José da Safira;6309
MG;3163102;São José da Varginha;67471
MG;3163201;São José do Alegre;70253
MG;3163300;São José do Divino;60144
MG;3163409;São José do Goiabal;61321
MG;3163508;São José do Jacuri;60683
MG;3163607;São José do Mantimento;52111
MG;3163706;São Lourenço;68373
MG;3163805;São Miguel do Anta;60738
MG;3163904;São Pedro da União;74068
MG;3164001;São Pedro dos Ferros;63763
MG;3164100;São Pedro do Suaçuí;54192
MG;3164209;São Romão;61479
MG;3164308;São Roque de Minas;75933
MG;3164407;São Sebastião da Bela Vista;75594
MG;3164431;São Sebastião da Vargem Alegre;69721
MG;3164472;São Sebastião do Anta;63505
MG;3164506;São Sebastião do Maranhão;56289
MG;3164605;São Sebastião do Oeste;75112
MG;3164704;São Sebastião do Paraíso;73806
MG;3164803;São Sebastião do Rio Preto;64605
MG;3164902;São Sebastião do Rio Verde;69519
MG;3165008;São Tiago;73514
MG;3165107;São Tomás de Aquino;77401
MG;3165206;São Thomé das Letras;72164
MG;3165305;São Vicente de Minas;6837
MG;3165404;Sapucaí-Mirim;71989
MG;3165503;Sardoá;60496
MG;3165537;Sarzedo;74804
MG;3165552;Setubinha;65798
MG;3165560;Sem-Peixe;53867
MG;3165578;Senador Amaral;60022
MG;3165602;Senador Cortes;6815
MG;3165701;Senador Firmino;60961
MG;3165800;Senador José Bento;73568
MG;3165909;Senador Modestino Gonçalves;43399
MG;3166006;Senhora de Oliveira;61425
MG;3166105;Senhora do Porto;56314
MG;3166204;Senhora dos Remédios;54124
MG;3166303;Sericita;6485
MG;3166402;Seritinga;67464
MG;3166501;Serra Azul de Minas;67502
MG;3166600;Serra da Saudade;73566
MG;3166709;Serra dos Aimorés;66627
MG;3166808;Serra do Salitre;77499
MG;3166907;Serrania;79497
MG;3166956;Serranópolis de Minas;55973
MG;3167004;Serranos;67571
MG;3167103;Serro;61276
MG;3167202;Sete Lagoas;70685
MG;3167301;Silveirânia;67287
MG;3167400;Silvianópolis;73159
MG;3167509;Simão Pereira;68429
MG;3167608;Simonésia;57544
MG;3167707;Sobrália;54128
MG;3167806;Soledade de Minas;71548
MG;3167905;Tabuleiro;6554
MG;3168002;Taiobeiras;66682
MG;3168051;Taparuba;63412
MG;3168101;Tapira;7161
MG;3168200;Tapiraí;70602
MG;3168309;Taquaraçu de Minas;64685
MG;3168408;Tarumirim;53602
MG;3168507;Teixeiras;63821
MG;3168606;Teófilo Otoni;6715
MG;3168705;Timóteo;58445
MG;3168804;Tiradentes;73262
MG;3168903;Tiros;71516
MG;3169000;Tocantins;72076
MG;3169059;Tocos do Moji;75088
MG;3169109;Toledo;71716
MG;3169208;Tombos;66394
MG;3169307;Três Corações;73121
MG;3169356;Três Marias;70793
MG;3169406;Três Pontas;74387
MG;3169505;Tumiritinga;62922
MG;3169604;Tupaciguara;69516
MG;3169703;Turmalina;5763
MG;3169802;Turvolândia;73007
MG;3169901;Ubá;72331
MG;3170008;Ubaí;52016
MG;3170057;Ubaporanga;64425
MG;3170107;Uberaba;72715
MG;3170206;Uberlândia;77277
MG;3170305;Umburatiba;636
MG;3170404;Unaí;77711
MG;3170438;União de Minas;73811
MG;3170479;Uruana de Minas;57558
MG;3170503;Urucânia;71401
MG;3170529;Urucuia;4918
MG;3170578;Vargem Alegre;54817
MG;3170602;Vargem Bonita;71754
MG;3170651;Vargem Grande do Rio Pardo;61309
MG;3170701;Varginha;75463
MG;3170750;Varjão de Minas;78358
MG;3170800;Várzea da Palma;69241
MG;3170909;Varzelândia;41076
MG;3171006;Vazante;68778
MG;3171030;Verdelândia;53767
MG;3171071;Veredinha;50857
MG;3171105;Veríssimo;73692
MG;3171154;Vermelho Novo;61546
MG;3171204;Vespasiano;70469
MG;3171303;Viçosa;71986
MG;3171402;Vieiras;65131
MG;3171501;Mathias Lobato;60632
MG;3171600;Virgem da Lapa;52456
MG;3171709;Virgínia;63369
MG;3171808;Virginópolis;65244
MG;3171907;Virgolândia;48272
MG;3172004;Visconde do Rio Branco;67008
MG;3172103;Volta Grande;68799
MG;3172202;Wenceslau Braz;72505
MS;5000203;Água Clara;83194
MS;5000252;Alcinópolis;7822
MS;5000609;Amambaí;77395
MS;5000708;Anastácio;65229
MS;5000807;Anaurilândia;78826
MS;5000856;Angélica;72945
MS;5000906;Antônio João;6769
MS;5001003;Aparecida do Taboado;69969
MS;5001102;Aquidauana;63575
MS;5001243;Aral Moreira;72422
MS;5001508;Bandeirantes;75853
MS;5001904;Bataguassu;76002
MS;5002001;Batayporã;71793
MS;5002100;Bela Vista;70555
MS;5002159;Bodoquena;67914
MS;5002209;Bonito;77091
MS;5002308;Brasilândia;80764
MS;5002407;Caarapó;71049
MS;5002605;Camapuã;81608
MS;5002704;Campo Grande;76225
MS;5002803;Caracol;7019
MS;5002902;Cassilândia;772
MS;5002951;Chapadão do Sul;88491
MS;5003108;Corguinho;76869
MS;5003157;Coronel Sapucaia;72081
MS;5003207;Corumbá;65366
MS;5003256;Costa Rica;83064
MS;5003306;Coxim;78749
MS;5003454;Deodápolis;68838
MS;5003488;Dois Irmãos do Buriti;59418
MS;5003504;Douradina;69882
MS;5003702;Dourados;73855
MS;5003751;Eldorado;75568
MS;5003801;Fátima do Sul;71978
MS;5003900;Figueirão;NA
MS;5004007;Glória de Dourados;71401
MS;5004106;Guia Lopes da Laguna;69704
MS;5004304;Iguatemi;8099
MS;5004403;Inocência;75948
MS;5004502;Itaporã;72944
MS;5004601;Itaquiraí;75829
MS;5004700;Ivinhema;75616
MS;5004809;Japorã;63571
MS;5004908;Jaraguari;74365
MS;5005004;Jardim;68247
MS;5005103;Jateí;77381
MS;5005152;Juti;69843
MS;5005202;Ladário;62772
MS;5005251;Laguna Carapã;75146
MS;5005400;Maracaju;79916
MS;5005608;Miranda;5797
MS;5005681;Mundo Novo;70447
MS;5005707;Naviraí;78382
MS;5005806;Nioaque;59232
MS;5006002;Nova Alvorada do Sul;79972
MS;5006200;Nova Andradina;77849
MS;5006259;Novo Horizonte do Sul;75306
MS;5006275;Paraíso das Águas;NA
MS;5006309;Paranaíba;6689
MS;5006358;Paranhos;61479
MS;5006408;Pedro Gomes;75613
MS;5006606;Ponta Porã;7356
MS;5006903;Porto Murtinho;66632
MS;5007109;Ribas do Rio Pardo;8236
MS;5007208;Rio Brilhante;74191
MS;5007307;Rio Negro;74665
MS;5007406;Rio Verde de Mato Grosso;79452
MS;5007505;Rochedo;76979
MS;5007554;Santa Rita do Pardo;78357
MS;5007695;São Gabriel do Oeste;83586
MS;5007703;Sete Quedas;79545
MS;5007802;Selvíria;72305
MS;5007901;Sidrolândia;72703
MS;5007935;Sonora;80604
MS;5007950;Tacuru;68739
MS;5007976;Taquarussu;73157
MS;5008008;Terenos;71226
MS;5008305;Três Lagoas;72622
MS;5008404;Vicentina;6695
MT;5100102;Acorizal;61749
MT;5100201;Água Boa;77423
MT;5100250;Alta Floresta;81953
MT;5100300;Alto Araguaia;72135
MT;5100359;Alto Boa Vista;7459
MT;5100409;Alto Garças;70281
MT;5100508;Alto Paraguai;5703
MT;5100607;Alto Taquari;79676
MT;5100805;Apiacás;79966
MT;5101001;Araguaiana;78131
MT;5101209;Araguainha;62183
MT;5101258;Araputanga;76057
MT;5101308;Arenápolis;71795
MT;5101407;Aripuanã;63469
MT;5101605;Barão de Melgaço;62771
MT;5101704;Barra do Bugres;75491
MT;5101803;Barra do Garças;75214
MT;5101852;Bom Jesus do Araguaia;NA
MT;5101902;Brasnorte;79215
MT;5102504;Cáceres;71129
MT;5102603;Campinápolis;57704
MT;5102637;Campo Novo do Parecis;81039
MT;5102678;Campo Verde;81904
MT;5102686;Campos de Júlio;82261
MT;5102694;Canabrava do Norte;58709
MT;5102702;Canarana;764
MT;5102793;Carlinda;71395
MT;5102850;Castanheira;70449
MT;5103007;Chapada dos Guimarães;65453
MT;5103056;Cláudia;80577
MT;5103106;Cocalinho;82361
MT;5103205;Colíder;73817
MT;5103254;Colniza;NA
MT;5103304;Comodoro;61175
MT;5103353;Confresa;7122
MT;5103361;Conquista D'Oeste;NA
MT;5103379;Cotriguaçu;6674
MT;5103403;Cuiabá;74364
MT;5103437;Curvelândia;NA
MT;5103452;Denise;79429
MT;5103502;Diamantino;71104
MT;5103601;Dom Aquino;66652
MT;5103700;Feliz Natal;77558
MT;5103809;Figueirópolis D'Oeste;71085
MT;5103858;Gaúcha do Norte;79158
MT;5103908;General Carneiro;60386
MT;5103957;Glória D'Oeste;73111
MT;5104104;Guarantã do Norte;74073
MT;5104203;Guiratinga;70148
MT;5104500;Indiavaí;71507
MT;5104526;Ipiranga do Norte;NA
MT;5104542;Itanhangá;NA
MT;5104559;Itaúba;81235
MT;5104609;Itiquira;81606
MT;5104807;Jaciara;78909
MT;5104906;Jangada;58581
MT;5105002;Jauru;66094
MT;5105101;Juara;73063
MT;5105150;Juína;79633
MT;5105176;Juruena;77354
MT;5105200;Juscimeira;68029
MT;5105234;Lambari D'Oeste;65806
MT;5105259;Lucas do Rio Verde;85067
MT;5105309;Luciára;65632
MT;5105507;Vila Bela da Santíssima Trindade;62998
MT;5105580;Marcelândia;83504
MT;5105606;Matupá;76101
MT;5105622;Mirassol d'Oeste;75194
MT;5105903;Nobres;70698
MT;5106000;Nortelândia;64511
MT;5106109;Nossa Senhora do Livramento;62064
MT;5106158;Nova Bandeirantes;70066
